chunk_id,chunk_type,source_id,chapter_id,chapter_name,concept_id,concept_name,difficulty,title,content,search_text,doc_id
solution::q_tb_pair_linear_equations_algebraic_002,solution,q_tb_pair_linear_equations_algebraic_002,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_algebraic,Algebraic Methods for Pair of Linear Equations,hard,Worked Solution: q_tb_pair_linear_equations_algebraic_002,"Question: A test has 20 questions. A correct answer gives 3 marks and a wrong answer deducts 1 mark. If a student attempts all questions and scores 44 marks, how many answers were correct and how many were wrong?. Worked solution: Let correct answers be x and wrong answers be y. Then x + y = 20 and 3x - y = 44. Adding gives 4x = 64, so x = 16. Then y = 4.. Final answer: 16 correct and 4 wrong","Worked Solution: q_tb_pair_linear_equations_algebraic_002 Pair of Linear Equations in Two Variables Algebraic Methods for Pair of Linear Equations hard Question: A test has 20 questions. A correct answer gives 3 marks and a wrong answer deducts 1 mark. If a student attempts all questions and scores 44 marks, how many answers were correct and how many were wrong?. Worked solution: Let correct answers be x and wrong answers be y. Then x + y = 20 and 3x - y = 44. Adding gives 4x = 64, so x = 16. Then y = 4.. Final answer: 16 correct and 4 wrong",solution::q_tb_pair_linear_equations_algebraic_002
solution::q_tb_pair_linear_equations_algebraic_001,solution,q_tb_pair_linear_equations_algebraic_001,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_algebraic,Algebraic Methods for Pair of Linear Equations,medium,Worked Solution: q_tb_pair_linear_equations_algebraic_001,"Question: Solve the pair of equations 2x + y = 11 and x - y = 1 by the elimination method.. Worked solution: Add the equations: (2x + y) + (x - y) = 11 + 1, so 3x = 12 and x = 4. Substitute into x - y = 1 to get 4 - y = 1, hence y = 3.. Final answer: x = 4, y = 3","Worked Solution: q_tb_pair_linear_equations_algebraic_001 Pair of Linear Equations in Two Variables Algebraic Methods for Pair of Linear Equations medium Question: Solve the pair of equations 2x + y = 11 and x - y = 1 by the elimination method.. Worked solution: Add the equations: (2x + y) + (x - y) = 11 + 1, so 3x = 12 and x = 4. Substitute into x - y = 1 to get 4 - y = 1, hence y = 3.. Final answer: x = 4, y = 3",solution::q_tb_pair_linear_equations_algebraic_001
solution::q_tb_pair_linear_equations_consistency_001,solution,q_tb_pair_linear_equations_consistency_001,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_consistency,Consistency and Number of Solutions,medium,Worked Solution: q_tb_pair_linear_equations_consistency_001,"Question: Determine the number of solutions of the pair 2x + 4y - 6 = 0 and x + 2y - 3 = 0.. Worked solution: For a1/a2 = 2/1 = 2, b1/b2 = 4/2 = 2, and c1/c2 = -6/-3 = 2. Since all three ratios are equal, the two equations represent the same line. Hence the pair has infinitely many solutions.. Final answer: Infinitely many solutions","Worked Solution: q_tb_pair_linear_equations_consistency_001 Pair of Linear Equations in Two Variables Consistency and Number of Solutions medium Question: Determine the number of solutions of the pair 2x + 4y - 6 = 0 and x + 2y - 3 = 0.. Worked solution: For a1/a2 = 2/1 = 2, b1/b2 = 4/2 = 2, and c1/c2 = -6/-3 = 2. Since all three ratios are equal, the two equations represent the same line. Hence the pair has infinitely many solutions.. Final answer: Infinitely many solutions",solution::q_tb_pair_linear_equations_consistency_001
solution::q_tb_pair_linear_equations_consistency_002,solution,q_tb_pair_linear_equations_consistency_002,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_consistency,Consistency and Number of Solutions,medium,Worked Solution: q_tb_pair_linear_equations_consistency_002,"Question: Classify the pair 3x + 2y = 8 and 6x + 4y = 9 as consistent or inconsistent. Also state the number of solutions.. Worked solution: Here a1/a2 = 3/6 = 1/2 and b1/b2 = 2/4 = 1/2, but c1/c2 = 8/9 is not equal to 1/2. So the lines are parallel and distinct. Hence the pair is inconsistent and has no solution.. Final answer: Inconsistent; no solution","Worked Solution: q_tb_pair_linear_equations_consistency_002 Pair of Linear Equations in Two Variables Consistency and Number of Solutions medium Question: Classify the pair 3x + 2y = 8 and 6x + 4y = 9 as consistent or inconsistent. Also state the number of solutions.. Worked solution: Here a1/a2 = 3/6 = 1/2 and b1/b2 = 2/4 = 1/2, but c1/c2 = 8/9 is not equal to 1/2. So the lines are parallel and distinct. Hence the pair is inconsistent and has no solution.. Final answer: Inconsistent; no solution",solution::q_tb_pair_linear_equations_consistency_002
solution::q_tb_pair_linear_equations_graphical_001,solution,q_tb_pair_linear_equations_graphical_001,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_graphical,Graphical Solution of Pair of Linear Equations,easy,Worked Solution: q_tb_pair_linear_equations_graphical_001,"Question: Solve the pair of linear equations x + y = 5 and x - y = 1 graphically. State the point of intersection.. Worked solution: The two lines intersect where both equations are satisfied. Adding the equations gives 2x = 6, so x = 3. Substituting into x + y = 5 gives y = 2. Therefore the lines intersect at (3, 2).. Final answer: (3, 2)","Worked Solution: q_tb_pair_linear_equations_graphical_001 Pair of Linear Equations in Two Variables Graphical Solution of Pair of Linear Equations easy Question: Solve the pair of linear equations x + y = 5 and x - y = 1 graphically. State the point of intersection.. Worked solution: The two lines intersect where both equations are satisfied. Adding the equations gives 2x = 6, so x = 3. Substituting into x + y = 5 gives y = 2. Therefore the lines intersect at (3, 2).. Final answer: (3, 2)",solution::q_tb_pair_linear_equations_graphical_001
solution::q_tb_pair_linear_equations_graphical_002,solution,q_tb_pair_linear_equations_graphical_002,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_graphical,Graphical Solution of Pair of Linear Equations,medium,Worked Solution: q_tb_pair_linear_equations_graphical_002,"Question: For the equations 2x + y = 7 and x - y = 2, find the solution and explain what the intersection point represents on the graph.. Worked solution: Add the equations to eliminate y: 3x = 9, so x = 3. Then 3 - y = 2 gives y = 1. On the graph, the lines meet at (3, 1), which is the ordered pair satisfying both equations simultaneously.. Final answer: (3, 1); it is the common point satisfying both equations.","Worked Solution: q_tb_pair_linear_equations_graphical_002 Pair of Linear Equations in Two Variables Graphical Solution of Pair of Linear Equations medium Question: For the equations 2x + y = 7 and x - y = 2, find the solution and explain what the intersection point represents on the graph.. Worked solution: Add the equations to eliminate y: 3x = 9, so x = 3. Then 3 - y = 2 gives y = 1. On the graph, the lines meet at (3, 1), which is the ordered pair satisfying both equations simultaneously.. Final answer: (3, 1); it is the common point satisfying both equations.",solution::q_tb_pair_linear_equations_graphical_002
solution::q_poly_005,solution,q_poly_005,ch_polynomials,Polynomials,c_factorisation_remainder,Factorisation and Remainder Theorem,hard,Worked Solution: q_poly_005,"Question: Find the remainder when p(x) = x^3 - 2x^2 + 4x - 5 is divided by x - 3.. Worked solution: By the remainder theorem, the remainder on dividing by x - 3 is p(3). Compute p(3) = 27 - 18 + 12 - 5 = 16. Therefore the remainder is 16.. Final answer: 16","Worked Solution: q_poly_005 Polynomials Factorisation and Remainder Theorem hard Question: Find the remainder when p(x) = x^3 - 2x^2 + 4x - 5 is divided by x - 3.. Worked solution: By the remainder theorem, the remainder on dividing by x - 3 is p(3). Compute p(3) = 27 - 18 + 12 - 5 = 16. Therefore the remainder is 16.. Final answer: 16",solution::q_poly_005
solution::q_poly_004,solution,q_poly_004,ch_polynomials,Polynomials,c_factorisation_remainder,Factorisation and Remainder Theorem,medium,Worked Solution: q_poly_004,"Question: Check whether x - 2 is a factor of p(x) = x^3 - 4x^2 + x + 6. If it is, write one complete factorization.. Worked solution: By the factor theorem, x - 2 is a factor if p(2) = 0. Compute p(2) = 8 - 16 + 2 + 6 = 0, so x - 2 is a factor. Dividing p(x) by x - 2 gives x^2 - 2x - 3, which factors as (x - 3)(x + 1). Therefore p(x) = (x - 2)(x - 3)(x + 1).. Final answer: Yes; p(x) = (x - 2)(x - 3)(x + 1)","Worked Solution: q_poly_004 Polynomials Factorisation and Remainder Theorem medium Question: Check whether x - 2 is a factor of p(x) = x^3 - 4x^2 + x + 6. If it is, write one complete factorization.. Worked solution: By the factor theorem, x - 2 is a factor if p(2) = 0. Compute p(2) = 8 - 16 + 2 + 6 = 0, so x - 2 is a factor. Dividing p(x) by x - 2 gives x^2 - 2x - 3, which factors as (x - 3)(x + 1). Therefore p(x) = (x - 2)(x - 3)(x + 1).. Final answer: Yes; p(x) = (x - 2)(x - 3)(x + 1)",solution::q_poly_004
solution::q_poly_001,solution,q_poly_001,ch_polynomials,Polynomials,c_polynomial_degree_terms,Polynomial Degree and Terms,easy,Worked Solution: q_poly_001,"Question: State the degree of the polynomial 5x^4 - 3x + 1 and identify its leading coefficient.. Worked solution: The highest power of x is 4, so the degree is 4. The coefficient of x^4 is 5, so the leading coefficient is 5.. Final answer: Degree = 4, leading coefficient = 5","Worked Solution: q_poly_001 Polynomials Polynomial Degree and Terms easy Question: State the degree of the polynomial 5x^4 - 3x + 1 and identify its leading coefficient.. Worked solution: The highest power of x is 4, so the degree is 4. The coefficient of x^4 is 5, so the leading coefficient is 5.. Final answer: Degree = 4, leading coefficient = 5",solution::q_poly_001
solution::q_poly_006,solution,q_poly_006,ch_polynomials,Polynomials,c_zero_coeff_relationship,Relationship Between Zeroes and Coefficients,hard,Worked Solution: q_poly_006,"Question: Write a monic quadratic polynomial whose sum of zeroes is 7 and product of zeroes is 10.. Worked solution: For a monic quadratic with zeroes alpha and beta, the polynomial is x^2 - (alpha + beta)x + alpha beta. With sum 7 and product 10, we get x^2 - 7x + 10.. Final answer: x^2 - 7x + 10","Worked Solution: q_poly_006 Polynomials Relationship Between Zeroes and Coefficients hard Question: Write a monic quadratic polynomial whose sum of zeroes is 7 and product of zeroes is 10.. Worked solution: For a monic quadratic with zeroes alpha and beta, the polynomial is x^2 - (alpha + beta)x + alpha beta. With sum 7 and product 10, we get x^2 - 7x + 10.. Final answer: x^2 - 7x + 10",solution::q_poly_006
solution::q_poly_003,solution,q_poly_003,ch_polynomials,Polynomials,c_zero_coeff_relationship,Relationship Between Zeroes and Coefficients,medium,Worked Solution: q_poly_003,"Question: Construct a quadratic polynomial whose zeroes are 2 and -3.. Worked solution: If the zeroes are alpha = 2 and beta = -3, a monic quadratic is x^2 - (alpha + beta)x + alpha beta. Here alpha + beta = -1 and alpha beta = -6, so the polynomial is x^2 + x - 6.. Final answer: x^2 + x - 6","Worked Solution: q_poly_003 Polynomials Relationship Between Zeroes and Coefficients medium Question: Construct a quadratic polynomial whose zeroes are 2 and -3.. Worked solution: If the zeroes are alpha = 2 and beta = -3, a monic quadratic is x^2 - (alpha + beta)x + alpha beta. Here alpha + beta = -1 and alpha beta = -6, so the polynomial is x^2 + x - 6.. Final answer: x^2 + x - 6",solution::q_poly_003
solution::q_poly_002,solution,q_poly_002,ch_polynomials,Polynomials,c_zeroes_of_polynomial,Zeroes of a Polynomial,easy,Worked Solution: q_poly_002,Question: Find the zeroes of x^2 - 5x + 6.. Worked solution: Factor the quadratic: x^2 - 5x + 6 = (x - 2)(x - 3). Setting each factor to zero gives x = 2 and x = 3.. Final answer: 2 and 3,Worked Solution: q_poly_002 Polynomials Zeroes of a Polynomial easy Question: Find the zeroes of x^2 - 5x + 6.. Worked solution: Factor the quadratic: x^2 - 5x + 6 = (x - 2)(x - 3). Setting each factor to zero gives x = 2 and x = 3.. Final answer: 2 and 3,solution::q_poly_002
solution::q_tb_classical_probability_001,solution,q_tb_classical_probability_001,ch_probability,Probability,c_classical_probability,Classical Probability,easy,Worked Solution: q_tb_classical_probability_001,"Question: A fair die is thrown once. Find the probability of getting a number greater than 4.. Worked solution: Possible outcomes are 1, 2, 3, 4, 5, 6. Numbers greater than 4 are 5 and 6, so favorable outcomes = 2. Therefore probability = 2/6 = 1/3.. Final answer: 1/3","Worked Solution: q_tb_classical_probability_001 Probability Classical Probability easy Question: A fair die is thrown once. Find the probability of getting a number greater than 4.. Worked solution: Possible outcomes are 1, 2, 3, 4, 5, 6. Numbers greater than 4 are 5 and 6, so favorable outcomes = 2. Therefore probability = 2/6 = 1/3.. Final answer: 1/3",solution::q_tb_classical_probability_001
solution::q_tb_classical_probability_002,solution,q_tb_classical_probability_002,ch_probability,Probability,c_classical_probability,Classical Probability,easy,Worked Solution: q_tb_classical_probability_002,Question: A card is drawn from a well-shuffled deck of 52 playing cards. Find the probability that the card drawn is a king.. Worked solution: There are 52 equally likely outcomes and 4 favorable outcomes because there are 4 kings in a deck. So the probability is 4/52 = 1/13.. Final answer: 1/13,Worked Solution: q_tb_classical_probability_002 Probability Classical Probability easy Question: A card is drawn from a well-shuffled deck of 52 playing cards. Find the probability that the card drawn is a king.. Worked solution: There are 52 equally likely outcomes and 4 favorable outcomes because there are 4 kings in a deck. So the probability is 4/52 = 1/13.. Final answer: 1/13,solution::q_tb_classical_probability_002
solution::q_tb_classical_probability_003,solution,q_tb_classical_probability_003,ch_probability,Probability,c_classical_probability,Classical Probability,medium,Worked Solution: q_tb_classical_probability_003,"Question: One card is drawn from cards numbered 1 to 20. Find the probability that the number is a multiple of 3 or 5.. Worked solution: Multiples of 3 are 3, 6, 9, 12, 15, 18 and multiples of 5 are 5, 10, 15, 20. Counting without repetition gives favorable outcomes 3, 5, 6, 9, 10, 12, 15, 18, 20, that is 9 outcomes. So probability = 9/20.. Final answer: 9/20","Worked Solution: q_tb_classical_probability_003 Probability Classical Probability medium Question: One card is drawn from cards numbered 1 to 20. Find the probability that the number is a multiple of 3 or 5.. Worked solution: Multiples of 3 are 3, 6, 9, 12, 15, 18 and multiples of 5 are 5, 10, 15, 20. Counting without repetition gives favorable outcomes 3, 5, 6, 9, 10, 12, 15, 18, 20, that is 9 outcomes. So probability = 9/20.. Final answer: 9/20",solution::q_tb_classical_probability_003
solution::q_tb_discriminant_nature_roots_001,solution,q_tb_discriminant_nature_roots_001,ch_quadratic_equations,Quadratic Equations,c_discriminant_nature_roots,Discriminant and Nature of Roots,medium,Worked Solution: q_tb_discriminant_nature_roots_001,"Question: Find the discriminant of 3x^2 - 5x + 2 = 0 and state the nature of its roots.. Worked solution: For a = 3, b = -5, c = 2, the discriminant is D = b^2 - 4ac = 25 - 24 = 1. Since D is positive, the equation has two distinct real roots.. Final answer: Discriminant = 1; roots are two distinct real roots","Worked Solution: q_tb_discriminant_nature_roots_001 Quadratic Equations Discriminant and Nature of Roots medium Question: Find the discriminant of 3x^2 - 5x + 2 = 0 and state the nature of its roots.. Worked solution: For a = 3, b = -5, c = 2, the discriminant is D = b^2 - 4ac = 25 - 24 = 1. Since D is positive, the equation has two distinct real roots.. Final answer: Discriminant = 1; roots are two distinct real roots",solution::q_tb_discriminant_nature_roots_001
solution::q_tb_discriminant_nature_roots_002,solution,q_tb_discriminant_nature_roots_002,ch_quadratic_equations,Quadratic Equations,c_discriminant_nature_roots,Discriminant and Nature of Roots,medium,Worked Solution: q_tb_discriminant_nature_roots_002,"Question: Without solving the equation, state the nature of roots of 4x^2 + 4x + 1 = 0.. Worked solution: Here D = b^2 - 4ac = 4^2 - 4 x 4 x 1 = 16 - 16 = 0. Therefore the quadratic has real and equal roots.. Final answer: Real and equal roots","Worked Solution: q_tb_discriminant_nature_roots_002 Quadratic Equations Discriminant and Nature of Roots medium Question: Without solving the equation, state the nature of roots of 4x^2 + 4x + 1 = 0.. Worked solution: Here D = b^2 - 4ac = 4^2 - 4 x 4 x 1 = 16 - 16 = 0. Therefore the quadratic has real and equal roots.. Final answer: Real and equal roots",solution::q_tb_discriminant_nature_roots_002
solution::q_tb_quadratic_applications_001,solution,q_tb_quadratic_applications_001,ch_quadratic_equations,Quadratic Equations,c_quadratic_applications,Situational Problems on Quadratic Equations,hard,Worked Solution: q_tb_quadratic_applications_001,"Question: The product of two consecutive positive integers is 72. Form the quadratic equation and find the integers.. Worked solution: Let the smaller integer be x. Then x(x + 1) = 72, so x^2 + x - 72 = 0. Factorising gives (x + 9)(x - 8) = 0, so x = 8 or x = -9. Since the integers are positive, they are 8 and 9.. Final answer: 8 and 9","Worked Solution: q_tb_quadratic_applications_001 Quadratic Equations Situational Problems on Quadratic Equations hard Question: The product of two consecutive positive integers is 72. Form the quadratic equation and find the integers.. Worked solution: Let the smaller integer be x. Then x(x + 1) = 72, so x^2 + x - 72 = 0. Factorising gives (x + 9)(x - 8) = 0, so x = 8 or x = -9. Since the integers are positive, they are 8 and 9.. Final answer: 8 and 9",solution::q_tb_quadratic_applications_001
solution::q_tb_quadratic_applications_002,solution,q_tb_quadratic_applications_002,ch_quadratic_equations,Quadratic Equations,c_quadratic_applications,Situational Problems on Quadratic Equations,hard,Worked Solution: q_tb_quadratic_applications_002,"Question: A rectangular garden has area 60 m^2 and its length is 7 m more than its breadth. Find its dimensions.. Worked solution: Let the breadth be x m. Then length = x + 7 and x(x + 7) = 60, so x^2 + 7x - 60 = 0. Factorising gives (x + 12)(x - 5) = 0. So x = 5, since length and breadth are positive. Hence breadth = 5 m and length = 12 m.. Final answer: Breadth = 5 m, Length = 12 m","Worked Solution: q_tb_quadratic_applications_002 Quadratic Equations Situational Problems on Quadratic Equations hard Question: A rectangular garden has area 60 m^2 and its length is 7 m more than its breadth. Find its dimensions.. Worked solution: Let the breadth be x m. Then length = x + 7 and x(x + 7) = 60, so x^2 + 7x - 60 = 0. Factorising gives (x + 12)(x - 5) = 0. So x = 5, since length and breadth are positive. Hence breadth = 5 m and length = 12 m.. Final answer: Breadth = 5 m, Length = 12 m",solution::q_tb_quadratic_applications_002
solution::q_tb_quadratic_factorization_001,solution,q_tb_quadratic_factorization_001,ch_quadratic_equations,Quadratic Equations,c_quadratic_factorization,Quadratic Equations by Factorization,easy,Worked Solution: q_tb_quadratic_factorization_001,Question: Solve x^2 - 9x + 20 = 0 by factorisation.. Worked solution: Factorise x^2 - 9x + 20 as (x - 4)(x - 5) = 0. Therefore x = 4 or x = 5.. Final answer: x = 4 or x = 5,Worked Solution: q_tb_quadratic_factorization_001 Quadratic Equations Quadratic Equations by Factorization easy Question: Solve x^2 - 9x + 20 = 0 by factorisation.. Worked solution: Factorise x^2 - 9x + 20 as (x - 4)(x - 5) = 0. Therefore x = 4 or x = 5.. Final answer: x = 4 or x = 5,solution::q_tb_quadratic_factorization_001
solution::q_tb_quadratic_factorization_002,solution,q_tb_quadratic_factorization_002,ch_quadratic_equations,Quadratic Equations,c_quadratic_factorization,Quadratic Equations by Factorization,medium,Worked Solution: q_tb_quadratic_factorization_002,"Question: Solve 3x^2 - 13x + 12 = 0 by factorisation.. Worked solution: Split the middle term: 3x^2 - 9x - 4x + 12 = 0. Then 3x(x - 3) - 4(x - 3) = 0, so (3x - 4)(x - 3) = 0. Hence x = 4/3 or x = 3.. Final answer: x = 3 or x = 4/3","Worked Solution: q_tb_quadratic_factorization_002 Quadratic Equations Quadratic Equations by Factorization medium Question: Solve 3x^2 - 13x + 12 = 0 by factorisation.. Worked solution: Split the middle term: 3x^2 - 9x - 4x + 12 = 0. Then 3x(x - 3) - 4(x - 3) = 0, so (3x - 4)(x - 3) = 0. Hence x = 4/3 or x = 3.. Final answer: x = 3 or x = 4/3",solution::q_tb_quadratic_factorization_002
solution::q_tb_quadratic_formula_002,solution,q_tb_quadratic_formula_002,ch_quadratic_equations,Quadratic Equations,c_quadratic_formula,Quadratic Formula,hard,Worked Solution: q_tb_quadratic_formula_002,"Question: Solve 6x^2 - x - 2 = 0 using the quadratic formula and simplify the roots.. Worked solution: For a = 6, b = -1, c = -2, D = 1 + 48 = 49. Therefore x = [1 +/- 7]/12, giving x = 8/12 = 2/3 or x = -6/12 = -1/2.. Final answer: x = 2/3 or x = -1/2","Worked Solution: q_tb_quadratic_formula_002 Quadratic Equations Quadratic Formula hard Question: Solve 6x^2 - x - 2 = 0 using the quadratic formula and simplify the roots.. Worked solution: For a = 6, b = -1, c = -2, D = 1 + 48 = 49. Therefore x = [1 +/- 7]/12, giving x = 8/12 = 2/3 or x = -6/12 = -1/2.. Final answer: x = 2/3 or x = -1/2",solution::q_tb_quadratic_formula_002
solution::q_tb_quadratic_formula_001,solution,q_tb_quadratic_formula_001,ch_quadratic_equations,Quadratic Equations,c_quadratic_formula,Quadratic Formula,medium,Worked Solution: q_tb_quadratic_formula_001,"Question: Solve 2x^2 - 7x + 3 = 0 using the quadratic formula.. Worked solution: Here a = 2, b = -7, c = 3. Using x = [-b +/- sqrt(b^2 - 4ac)]/(2a), x = [7 +/- sqrt(49 - 24)]/4 = [7 +/- 5]/4. Hence x = 3 or x = 1/2.. Final answer: x = 3 or x = 1/2","Worked Solution: q_tb_quadratic_formula_001 Quadratic Equations Quadratic Formula medium Question: Solve 2x^2 - 7x + 3 = 0 using the quadratic formula.. Worked solution: Here a = 2, b = -7, c = 3. Using x = [-b +/- sqrt(b^2 - 4ac)]/(2a), x = [7 +/- sqrt(49 - 24)]/4 = [7 +/- 5]/4. Hence x = 3 or x = 1/2.. Final answer: x = 3 or x = 1/2",solution::q_tb_quadratic_formula_001
solution::q_rn_003,solution,q_rn_003,ch_real_numbers,Real Numbers,c_decimal_expansions,Decimal Expansions of Rational Numbers,medium,Worked Solution: q_rn_003,"Question: Without performing long division, determine whether the decimal expansion of 13/160 is terminating or non-terminating recurring.. Worked solution: Factor the denominator: 160 = 2^5 x 5. A rational number has a terminating decimal if the denominator in lowest form has only 2s and 5s as prime factors. Therefore 13/160 has a terminating decimal expansion.. Final answer: Terminating","Worked Solution: q_rn_003 Real Numbers Decimal Expansions of Rational Numbers medium Question: Without performing long division, determine whether the decimal expansion of 13/160 is terminating or non-terminating recurring.. Worked solution: Factor the denominator: 160 = 2^5 x 5. A rational number has a terminating decimal if the denominator in lowest form has only 2s and 5s as prime factors. Therefore 13/160 has a terminating decimal expansion.. Final answer: Terminating",solution::q_rn_003
solution::q_rn_001,solution,q_rn_001,ch_real_numbers,Real Numbers,c_euclid_division_lemma,Euclid Division Lemma,easy,Worked Solution: q_rn_001,"Question: Use Euclid's division lemma to express 455 in the form 42q + r, where 0 <= r < 42. Find q and r.. Worked solution: Divide 455 by 42. Since 42 x 10 = 420 and 455 - 420 = 35, we get 455 = 42 x 10 + 35. The remainder 35 is smaller than 42, so q = 10 and r = 35.. Final answer: q = 10, r = 35","Worked Solution: q_rn_001 Real Numbers Euclid Division Lemma easy Question: Use Euclid's division lemma to express 455 in the form 42q + r, where 0 <= r < 42. Find q and r.. Worked solution: Divide 455 by 42. Since 42 x 10 = 420 and 455 - 420 = 35, we get 455 = 42 x 10 + 35. The remainder 35 is smaller than 42, so q = 10 and r = 35.. Final answer: q = 10, r = 35",solution::q_rn_001
solution::q_tb_fundamental_theorem_arithmetic_002,solution,q_tb_fundamental_theorem_arithmetic_002,ch_real_numbers,Real Numbers,c_fundamental_theorem_arithmetic,Fundamental Theorem of Arithmetic,hard,Worked Solution: q_tb_fundamental_theorem_arithmetic_002,"Question: Why does the product of two positive integers have a unique prime factorisation apart from the order of the prime factors?. Worked solution: The Fundamental Theorem of Arithmetic states that every composite number can be expressed as a product of primes, and this factorisation is unique except for the order of the primes. This is why prime factorisation gives consistent HCF and LCM results.. Final answer: Because every composite number can be broken into primes uniquely up to order.","Worked Solution: q_tb_fundamental_theorem_arithmetic_002 Real Numbers Fundamental Theorem of Arithmetic hard Question: Why does the product of two positive integers have a unique prime factorisation apart from the order of the prime factors?. Worked solution: The Fundamental Theorem of Arithmetic states that every composite number can be expressed as a product of primes, and this factorisation is unique except for the order of the primes. This is why prime factorisation gives consistent HCF and LCM results.. Final answer: Because every composite number can be broken into primes uniquely up to order.",solution::q_tb_fundamental_theorem_arithmetic_002
solution::q_tb_fundamental_theorem_arithmetic_001,solution,q_tb_fundamental_theorem_arithmetic_001,ch_real_numbers,Real Numbers,c_fundamental_theorem_arithmetic,Fundamental Theorem of Arithmetic,medium,Worked Solution: q_tb_fundamental_theorem_arithmetic_001,"Question: Use prime factorisation to find the HCF and LCM of 72 and 120.. Worked solution: Prime factorise: 72 = 2^3 x 3^2 and 120 = 2^3 x 3 x 5. The HCF is the product of the smallest powers of common primes: 2^3 x 3 = 24. The LCM is the product of the greatest powers of all involved primes: 2^3 x 3^2 x 5 = 360.. Final answer: HCF = 24, LCM = 360","Worked Solution: q_tb_fundamental_theorem_arithmetic_001 Real Numbers Fundamental Theorem of Arithmetic medium Question: Use prime factorisation to find the HCF and LCM of 72 and 120.. Worked solution: Prime factorise: 72 = 2^3 x 3^2 and 120 = 2^3 x 3 x 5. The HCF is the product of the smallest powers of common primes: 2^3 x 3 = 24. The LCM is the product of the greatest powers of all involved primes: 2^3 x 3^2 x 5 = 360.. Final answer: HCF = 24, LCM = 360",solution::q_tb_fundamental_theorem_arithmetic_001
solution::q_rn_005,solution,q_rn_005,ch_real_numbers,Real Numbers,c_hcf_lcm,HCF and LCM,hard,Worked Solution: q_rn_005,"Question: The HCF of 96 and 404 is 4. Use the relationship between HCF and LCM to find the LCM of the two numbers.. Worked solution: For two positive integers, HCF x LCM = product of the numbers. So LCM = (96 x 404) / 4 = 38784 / 4 = 9696.. Final answer: 9696","Worked Solution: q_rn_005 Real Numbers HCF and LCM hard Question: The HCF of 96 and 404 is 4. Use the relationship between HCF and LCM to find the LCM of the two numbers.. Worked solution: For two positive integers, HCF x LCM = product of the numbers. So LCM = (96 x 404) / 4 = 38784 / 4 = 9696.. Final answer: 9696",solution::q_rn_005
solution::q_rn_002,solution,q_rn_002,ch_real_numbers,Real Numbers,c_hcf_lcm,HCF and LCM,medium,Worked Solution: q_rn_002,"Question: Find the HCF of 867 and 255 using Euclid's algorithm.. Worked solution: Apply repeated division: 867 = 255 x 3 + 102, 255 = 102 x 2 + 51, and 102 = 51 x 2 + 0. The last non-zero remainder is 51, so the HCF is 51.. Final answer: 51","Worked Solution: q_rn_002 Real Numbers HCF and LCM medium Question: Find the HCF of 867 and 255 using Euclid's algorithm.. Worked solution: Apply repeated division: 867 = 255 x 3 + 102, 255 = 102 x 2 + 51, and 102 = 51 x 2 + 0. The last non-zero remainder is 51, so the HCF is 51.. Final answer: 51",solution::q_rn_002
solution::q_rn_004,solution,q_rn_004,ch_real_numbers,Real Numbers,c_irrational_numbers,Irrational Numbers,hard,Worked Solution: q_rn_004,"Question: Show that 5 + sqrt(3) is irrational.. Worked solution: Assume 5 + sqrt(3) is rational. Then subtracting 5, which is rational, would imply sqrt(3) is rational. But sqrt(3) is irrational. This contradiction shows that 5 + sqrt(3) must be irrational.. Final answer: 5 + sqrt(3) is irrational.","Worked Solution: q_rn_004 Real Numbers Irrational Numbers hard Question: Show that 5 + sqrt(3) is irrational.. Worked solution: Assume 5 + sqrt(3) is rational. Then subtracting 5, which is rational, would imply sqrt(3) is rational. But sqrt(3) is irrational. This contradiction shows that 5 + sqrt(3) must be irrational.. Final answer: 5 + sqrt(3) is irrational.",solution::q_rn_004
solution::q_tb_grouped_data_mean_001,solution,q_tb_grouped_data_mean_001,ch_statistics,Statistics,c_grouped_data_mean,Mean of Grouped Data,easy,Worked Solution: q_tb_grouped_data_mean_001,"Question: Find the mean of the grouped data with classes 0-10, 10-20, 20-30 and frequencies 5, 7, 8.. Worked solution: Class marks are 5, 15 and 25. Then sum(fx) = 5x5 + 7x15 + 8x25 = 25 + 105 + 200 = 330. Total frequency is 20. Mean = 330/20 = 16.5.. Final answer: 16.5","Worked Solution: q_tb_grouped_data_mean_001 Statistics Mean of Grouped Data easy Question: Find the mean of the grouped data with classes 0-10, 10-20, 20-30 and frequencies 5, 7, 8.. Worked solution: Class marks are 5, 15 and 25. Then sum(fx) = 5x5 + 7x15 + 8x25 = 25 + 105 + 200 = 330. Total frequency is 20. Mean = 330/20 = 16.5.. Final answer: 16.5",solution::q_tb_grouped_data_mean_001
